 1
                 32767                 16383            8589966335
            8589949951           17179899903           17179883519
           34359767039           34359750655           68719501311
           68719484927            4294999551            4294983167
              33583103              33566719               4226559
               4210175              67133439              67117055
              16807935              16791551
